date,job_title,company,location,category,link
2020-10-27,Seasonal Customer Experience Representative,Indigo,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/seasonal-customer-experience-representative/283e6c99-e86f-4fd4-abf7-5c39ebe52e84/
2020-10-27,Seasonal Customer Experience Representative,Indigo,"Burlington, ON",Call Centre,https://www.callcentrejob.ca/offer/on/burlington/seasonal-customer-experience-representative/62f35a2b-d7c5-4215-ae33-f4d2482ccc39/
2020-10-27,Seasonal Customer Experience Representative,Indigo,"Brossard, QC",Call Centre,https://www.callcentrejob.ca/offer/qc/brossard/seasonal-customer-experience-representative/863188c3-049d-4c71-a100-d231c9b0c4e7/
2020-10-27,Seasonal Customer Experience Representative,Indigo,"Rama, ON",Call Centre,https://www.callcentrejob.ca/offer/on/rama/seasonal-customer-experience-representative/de9f9884-8eb3-4669-b67d-3201b7092c46/
2020-10-27,Seasonal Customer Experience Representative,Indigo,"Courtenay, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/courtenay/seasonal-customer-experience-representative/edc0ef3d-a9f6-4970-aef7-f87aec599ada/
2020-10-27,Customer Experience Leader,Indigo,"Markham, ON",Call Centre,https://www.callcentrejob.ca/offer/on/markham/customer-experience-leader/913ed536-4b08-47bc-ae19-0e2c7a243b5a/
2020-10-27,Data Entry Support Representative / Agent(e) à l'entrée des données,Purolator,"Etobicoke, ON",Call Centre,https://www.callcentrejob.ca/offer/on/etobicoke/data-entry-support-representative-agent-e-a-l-entree-des-donnees/32100f19-a004-44cf-b1c5-21b15014787b/
2020-11-03,Customer Care Centre Associate - Part Time Regular - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-part-time-regular-mississauga/cf4c6f88-3c6b-42b7-928f-9b66a3a39bc7/
2020-11-03,Customer Care Centre Associate - Full Time - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-full-time-mississauga/e8bb25cb-0823-4e1a-a488-39b14631b7b3/
2020-11-03,IT Help Desk Administrator,Eastlink,"Halifax, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/halifax/it-help-desk-administrator/334b2253-b4f6-4c69-a4b3-72d75f6f5815/
2020-11-03,"Store Support Supervisor (Customer Service), Full Time",Whole Foods Market,"Victoria, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/victoria/store-support-supervisor-customer-service-full-time/0b779447-54c5-4bcc-8c90-98d5366b4c61/
2020-11-02,Bilingual Customer Advisor (French),StarTech.com,"Windsor, ON",Call Centre,https://www.callcentrejob.ca/offer/on/windsor/bilingual-customer-advisor-french/4ead44d0-557e-492e-a01d-24e0b1302b5a/
2020-11-02,Seasonal Customer Experience Representative,Indigo,"Tecumseh, ON",Call Centre,https://www.callcentrejob.ca/offer/on/tecumseh/seasonal-customer-experience-representative/b36e4bf4-8c69-4d3e-b3c1-3f1df52c72c2/
2020-11-02,Seasonal Customer Experience Representative,Indigo,"Grande Prairie, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/grande-prairie/seasonal-customer-experience-representative/df6cdb84-b35c-4efc-9b44-6a1117f6bc4f/
2020-11-02,Customer Service Representatives,Newfoundland Power,"St John's, NL",Call Centre,https://www.callcentrejob.ca/offer/nl/st-john-s/customer-service-representatives/3a0dbe28-7607-48d7-8e2f-03baec0ee0a0/
2020-11-02,Customer Service Specialist - Eastern Region (Okanagan),Prospera Credit Union,"Kelowna, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/kelowna/customer-service-specialist-eastern-region-okanagan/31efa1c3-1619-473b-877e-a89e11a8e34a/
2020-11-02,Customer Service Specialist - Eastern Region,Prospera Credit Union,"Chilliwack, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/chilliwack/customer-service-specialist-eastern-region/a2ef0fd4-4249-4045-9d38-9ad32e42e24e/
2020-10-03,Seasonal Customer Experience Representative,Indigo,"Timmins, ON",Call Centre,https://www.callcentrejob.ca/offer/on/timmins/seasonal-customer-experience-representative/ff21bb88-9c19-4af5-8128-904cb30340ce/
2020-10-01,Seasonal Customer Experience Representative,Indigo,"Saskatoon, SK",Call Centre,https://www.callcentrejob.ca/offer/sk/saskatoon/seasonal-customer-experience-representative/44f0beee-37de-4e02-80b7-e4cf6ef077e7/
2020-10-01,Customer Experience Leader,Indigo,"Grande Prairie, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/grande-prairie/customer-experience-leader/ec6c3e89-67dd-4d8d-92bc-3f0ae498792c/
2020-09-30,Customer Service Specialist - Full-time Opportunity,Prospera Credit Union,"Maple Ridge, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/maple-ridge/customer-service-specialist-full-time-opportunity/3d8f3c1f-5b7b-4c6c-a0bf-8067bf8ad3df/
2020-09-30,Seasonal Customer Experience Representative,Indigo,"Nelson, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/nelson/seasonal-customer-experience-representative/9a1891bc-e80d-4865-9b20-2162d5bab4f9/
2020-09-30,Seasonal Customer Experience Representative,Indigo,"Calgary, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/calgary/seasonal-customer-experience-representative/497955e5-d01b-4dfe-bf91-231611fd4dba/
2020-09-30,Customer Experience Representative,Indigo,"Ottawa, ON",Call Centre,https://www.callcentrejob.ca/offer/on/ottawa/customer-experience-representative/4ca7e0d1-8d23-4a98-a29b-b5cf71e29462/
2020-09-30,Seasonal Customer Experience Representative,Indigo,"Kelowna, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/kelowna/seasonal-customer-experience-representative/8724a728-d260-4353-9139-608ea05128fe/
2020-09-30,Customer Experience Representative - Operations,Indigo,"Kelowna, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/kelowna/customer-experience-representative-operations/f92bddf3-884d-4d7c-9942-cc0484fad87d/
2020-09-29,Bilingual (French/English) Service Desk Agent,Innovapost,"Ottawa, ON",Call Centre,https://www.callcentrejob.ca/offer/on/ottawa/bilingual-french-english-service-desk-agent/fd2d4a1f-6c25-4748-b18b-767eb1ebf21a/
2020-09-22,Seasonal Customer Experience Representative - Operations (5am Start),Indigo,"Burnaby, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/burnaby/seasonal-customer-experience-representative-operations-5am-start/6f8b07c3-3ba6-478e-a25e-3da05562f104/
2020-09-22,Seasonal Customer Experience Representative,Indigo,"Victoria, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/victoria/seasonal-customer-experience-representative/e1be0919-d736-432f-b493-22fdea48b0ad/
2020-09-18,Seasonal Customer Experience Representative,Indigo,"Sudbury, ON",Call Centre,https://www.callcentrejob.ca/offer/on/sudbury/seasonal-customer-experience-representative/a869c8c8-3bce-4d90-8dc4-09920941f605/
2020-09-17,"Bilingual (French) Inbound Fraud Advisor - Full Time Opportunities - Toronto, ON",Scotiabank,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/bilingual-french-inbound-fraud-advisor-full-time-opportunities-toronto-on/d4fdf47b-6d26-4fb0-82b2-1ec3fc280b1f/
2020-09-17,Seasonal Customer Experience Representative,Indigo,"Burnaby, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/burnaby/seasonal-customer-experience-representative/115039c4-b31c-4ac6-9a06-279b1e56420e/
2020-09-16,Seasonal Customer Experience Representative,Indigo,"Hamilton, ON",Call Centre,https://www.callcentrejob.ca/offer/on/hamilton/seasonal-customer-experience-representative/aa790fd1-dfe6-41ca-bd20-b2cfa60f966e/
2020-09-16,Security Guard - Customer Service,GardaWorld,"Prince George, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/prince-george/security-guard-customer-service/47ee9243-d98d-4582-9125-f89b1e27da10/
2020-09-15,Seasonal Customer Experience Representative,Indigo,"Coquitlam, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/coquitlam/seasonal-customer-experience-representative/78126baf-8f3f-4049-9746-722c1c3e155c/
2020-09-15,Seasonal Customer Experience Representative - Operations,Indigo,"Oshawa, ON",Call Centre,https://www.callcentrejob.ca/offer/on/oshawa/seasonal-customer-experience-representative-operations/cc3b1724-0256-4047-ac61-b887d387f839/
2020-09-15,Seasonal Customer Experience Representative,Indigo,"Calgary, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/calgary/seasonal-customer-experience-representative/d46e0c7c-2eae-4251-be67-b439a1000c9d/
2020-11-10,"Customer Service Coordinator, Full- time, Brampton",Winners,"Brampton, ON",Call Centre,https://www.callcentrejob.ca/offer/on/brampton/customer-service-coordinator-full-time-brampton/f7a3dc23-b3e7-42f2-bfdc-c6e6dc2f26bc/
2020-11-10,"Customer Service Representative - Beamsville, ON",Dufferin Concrete,"Beamsville, ON",Call Centre,https://www.callcentrejob.ca/offer/on/beamsville/customer-service-representative-beamsville-on/76966c8e-d165-45a4-a391-865b1534f630/
2020-11-10,Customer Care & Reservations Manager,PAL Airlines,"Saint John, NB",Call Centre,https://www.callcentrejob.ca/offer/nb/saint-john/customer-care-reservations-manager/7b583961-d336-4ce2-b088-4f921835ab2d/
2020-11-10,Remote Spot Quoter,McCain Foods,"Hartland, NB",Call Centre,https://www.callcentrejob.ca/offer/nb/hartland/remote-spot-quoter/3c0d4bd7-698a-4023-9d40-169eb2db0f3b/
2020-11-10,"Call Center - Bilingual Central Monitoring Dispatcher, AlarmForce",Bell,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/call-center-bilingual-central-monitoring-dispatcher-alarmforce/346e6fee-3a15-4114-874e-39a37c04fea9/
2020-11-09,Canada Summer Jobs - Volunteer Engagement Assistant,JDRF Canada,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/canada-summer-jobs-volunteer-engagement-assistant/364ac92e-7cdc-475c-a445-d28cbfd8b36b/
2020-11-09,Customer Success Manager,Enghouse Systems,"Markham, ON",Call Centre,https://www.callcentrejob.ca/offer/on/markham/customer-success-manager/e10e7bc3-ff7b-4aa1-805b-e37ed823e6d8/
2020-11-09,Customer Care Centre Associate - Temporary Full Time - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-temporary-full-time-mississauga/c49287bd-a0a3-47e2-9b46-4a9866062d82/
2020-11-07,"Customer Representative - Windsor, NS (22.5 hours, Contract)",Scotiabank,"Windsor, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/windsor/customer-representative-windsor-ns-225-hours-contract/07d089cc-d029-461b-8435-8741390faf47/
2020-11-07,"Customer Care Advisor - Full-Time - Halifax, NS",Scotiabank,"Halifax, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/halifax/customer-care-advisor-full-time-halifax-ns/3c8c9e02-9b8c-41bc-b508-e9c7a4354637/
2020-10-17,Customer Experience Leader,Indigo,"Bridgewater, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/bridgewater/customer-experience-leader/a41939d8-ebe6-4da8-bffd-75d8ca78084e/
2020-10-16,Customer Service Agent,PAL Airlines,"Saint John, NB",Call Centre,https://www.callcentrejob.ca/offer/nb/saint-john/customer-service-agent/2058efd8-6674-4037-994b-5a123701e4ee/
2020-10-16,Customer Care Centre Associate - Full Time - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-full-time-mississauga/54d8348d-c6f8-4fc5-b473-d82ea9f262b4/
2020-10-16,"Manager, Customer Experience",Parkland,"Montreal, QC",Call Centre,https://www.callcentrejob.ca/offer/qc/montreal/manager-customer-experience/deefaa3e-7ebd-4bfa-b571-671ae65254f5/
2020-10-15,Seasonal Customer Experience Representative,Indigo,"Bedford, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/bedford/seasonal-customer-experience-representative/25f3b3f6-da3d-41ec-bfa4-dab40dae2dc2/
2020-10-14,Customer Experience Representative,Indigo,"Abbotsford, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/abbotsford/customer-experience-representative/dfb90d6b-a7ca-4a6c-bc80-710c905fa05d/
2020-10-14,Front Desk Agent,Centurion Asset Management,"London, ON",Call Centre,https://www.callcentrejob.ca/offer/on/london/front-desk-agent/c3f5c397-32bb-48b9-adc7-bca1e37e3f0a/
2020-10-14,Seasonal Customer Experience Representative,Indigo,"Chilliwack, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/chilliwack/seasonal-customer-experience-representative/703190ff-ad2e-43cb-b885-ff80ffc9b7fc/
2020-10-13,Seasonal Customer Experience Representative - Operations,Indigo,"St Catharines, ON",Call Centre,https://www.callcentrejob.ca/offer/on/st-catharines/seasonal-customer-experience-representative-operations/3ed7402f-d8bd-4d8b-9f13-7a854b00d5fa/
2020-10-10,"First Nations, Inuit and Metis - Bilingual Customer Care Advisor",Scotiabank,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/first-nations-inuit-and-metis-bilingual-customer-care-advisor/896f66a7-87d7-48f6-83da-d0217634926a/
2020-10-08,Seasonal Customer Experience Representative - Operations,Indigo,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/seasonal-customer-experience-representative-operations/90253734-31c3-4910-b376-635a045c5bd7/
2020-10-08,Seasonal Customer Experience Representative,Indigo,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/seasonal-customer-experience-representative/21b2269d-6291-45a6-b552-9ab7f7e6c6d9/
2020-10-08,Bilingual Customer Advisor (French),StarTech.com,"London, ON",Call Centre,https://www.callcentrejob.ca/offer/on/london/bilingual-customer-advisor-french/b93fda3d-21a3-46cd-8160-341e0e1b3d02/
2020-10-07,Seasonal Customer Experience Representative,Indigo,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/seasonal-customer-experience-representative/c1f363de-7f44-4253-b733-6a7209954897/
2020-10-05,Seasonal Customer Experience Representative,Indigo,"Erin, ON",Call Centre,https://www.callcentrejob.ca/offer/on/erin/seasonal-customer-experience-representative/6f2e40ab-5de8-4d7f-adb0-ec75358b56da/
2020-10-05,Customer Care Centre Associate - Full Time - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-full-time-mississauga/11ec037e-6e77-41a8-8dce-7207d957e652/
2020-10-05,Customer Experience Leader,Indigo,"Medicine Hat, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/medicine-hat/customer-experience-leader/41304c60-7297-4357-b83f-a3af253af9ed/
2020-10-05,Seasonal Customer Experience Representative,Indigo,"Burlington, ON",Call Centre,https://www.callcentrejob.ca/offer/on/burlington/seasonal-customer-experience-representative/1126ec78-2db1-4da5-9c7c-2bf0350e23bf/
2020-10-05,Customer Experience Representative,Indigo,"Oakville, ON",Call Centre,https://www.callcentrejob.ca/offer/on/oakville/customer-experience-representative/373cae26-0d3e-40ab-8f27-f32cca56d26c/
2020-10-05,Customer Experience Representative - Operations,Indigo,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/customer-experience-representative-operations/1643cc4f-e18b-4b53-93c3-fa47acc88854/
2020-10-27,Physician Engagement Specialist,MD Financial Management,"Vancouver, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/vancouver/physician-engagement-specialist/7fcd9995-a505-48f0-a2ca-a42bd5802de5/
2020-10-26,Customer Care Centre Associate - Part Time Regular - Mississauga,LifeLabs,"Mississauga, ON",Call Centre,https://www.callcentrejob.ca/offer/on/mississauga/customer-care-centre-associate-part-time-regular-mississauga/9d5fad52-4f46-4eb5-90ea-9cf82e1d3e4b/
2020-10-25,"Customer Service Security Guard, Ryerson University",GardaWorld,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/customer-service-security-guard-ryerson-university/e46a0046-9f30-4485-9c76-672f6fca78b1/
2020-10-24,Seasonal Customer Experience Representative,Indigo,"Sydney, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/sydney/seasonal-customer-experience-representative/ac49abfd-37df-4169-84aa-e3854241163e/
2020-10-24,Seasonal Customer Experience Representative,Indigo,"Calgary, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/calgary/seasonal-customer-experience-representative/f0248020-944a-45bb-a8e4-9dd0d8070324/
2020-10-23,Seasonal Customer Experience Representative,Indigo,"Langley, BC",Call Centre,https://www.callcentrejob.ca/offer/bc/langley/seasonal-customer-experience-representative/82179d8b-1374-4e43-b406-9fd876a1fc67/
2020-10-23,Client Success Enterprise Account Lead,INLIV,"Calgary, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/calgary/client-success-enterprise-account-lead/e21e1639-4e36-4a96-8c4c-29614182143e/
2020-10-23,Client Support Representative,7Shifts,"Saskatoon, SK",Call Centre,https://www.callcentrejob.ca/offer/sk/saskatoon/client-support-representative/11290cec-df67-4156-a638-28328228a02f/
2020-10-23,Client Support Representative,7Shifts,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/client-support-representative/eb85f156-2914-4c15-9e0d-1e6bda7e76a5/
2020-10-23,WFH Tele Sales Associates,Kids U,"Toronto, ON",Call Centre,https://www.callcentrejob.ca/offer/on/toronto/wfh-tele-sales-associates/11df2b32-771d-43bb-9654-b0502a52964f/
2020-09-10,Seasonal Customer Experience Representative,Indigo,"Dartmouth, NS",Call Centre,https://www.callcentrejob.ca/offer/ns/dartmouth/seasonal-customer-experience-representative/446733a7-3d30-454b-8345-1b6118f32510/
2020-09-10,Seasonal Customer Experience Representative,Indigo,"Windsor, ON",Call Centre,https://www.callcentrejob.ca/offer/on/windsor/seasonal-customer-experience-representative/24256461-b92f-4335-85b6-b006c7298f19/
2020-09-10,Seasonal Customer Experience Representative,Indigo,"Ottawa, ON",Call Centre,https://www.callcentrejob.ca/offer/on/ottawa/seasonal-customer-experience-representative/eb19ed8c-1dd7-474f-bab3-8080c5c32f8f/
2020-09-10,Seasonal Customer Experience Representative,Indigo,"Calgary, AB",Call Centre,https://www.callcentrejob.ca/offer/ab/calgary/seasonal-customer-experience-representative/b3d7e74c-fc3a-4d33-979a-bb893f8e5d33/
2020-09-10,Seasonal Customer Experience Representative,Indigo,"Winnipeg, MB",Call Centre,https://www.callcentrejob.ca/offer/mb/winnipeg/seasonal-customer-experience-representative/df1e9328-a47f-44a5-9035-44822cbd3a7c/
